Id,SalePrice
1461,112995.62786276318
1462,200433.4196864598
1463,204259.09005699822
1464,196602.48600739805
1465,209666.89819226574
1466,171713.4589931584
1467,174196.89109531147
1468,161732.62943835455
1469,196093.58874071823
1470,113937.15371501709
1471,180196.0217376918
1472,83549.95088663725
1473,94031.90873692436
1474,138414.38122714986
1475,86262.80929218649
1476,391221.11403615173
1477,253835.989189057
1478,300069.81424192426
1479,285167.440325337
1480,492991.7067156659
1481,322626.98571539327
1482,207636.36169754335
1483,182707.85986879838
1484,159578.09490592283
1485,180085.85070743458
1486,195829.70472382652
1487,328916.8486722054
1488,235043.9877185595
1489,201516.51629602464
1490,265098.45407487376
1491,198258.9229668314
1492,95329.91425725682
1493,185538.7706951471
1494,290397.90094715904
1495,293678.22784513945
1496,249175.58249752442
1497,188118.5149299503
1498,170261.0832928739
1499,156053.36072355774
1500,160606.85536033724
1501,211446.8604643298
1502,136096.14878882744
1503,308105.723277957
1504,242479.93596875298
1505,226881.0935046303
1506,205999.4388801972
1507,272241.99804400693
1508,213411.9665693335
1509,165565.41744522576
1510,145944.54983761703
1511,160900.41106787694
1512,192456.14382748498
1513,159959.1661844877
1514,166864.57787417498
1515,236393.55712090485
1516,168199.97360135525
1517,195650.3172834874
1518,128695.0056114078
1519,217978.45934133517
1520,127813.0842574049
1521,141792.9005187484
1522,190102.2290470314
1523,111971.03581464195
1524,136674.27692716054
1525,121916.89588308177
1526,110171.20132674146
1527,119740.73755218193
1528,123619.13168348487
1529,156495.1146387606
1530,192121.0963439061
1531,122043.64182583355
1532,90421.23804381989
1533,173183.3348980786
1534,131692.704048232
1535,166291.8566261699
1536,104861.30980645693
1537,69476.32080725092
1538,137620.48955915432
1539,198664.23563499298
1540,115359.05308756058
1541,139895.8480553316
1542,157170.07934534585
1543,209353.81313764278
1544,87368.88587580794
1545,111047.03104512168
1546,123984.11780553666
1547,138986.45989545182
1548,137387.70164435153
1549,111254.28906679989
1550,150320.2852493921
1551,104817.04041966925
1552,156179.95355415434
1553,149596.06734892057
1554,111439.7811194638
1555,186499.50695764564
1556,70550.82860840672
1557,117720.89719809142
1558,79533.26645365362
1559,86288.40122245072
1560,125755.51214078997
1561,142697.26718278453
1562,124971.56238471804
1563,135724.7468743754
1564,168465.4299091698
1565,156038.49182912143
1566,229656.5999820079
1567,80773.86548520059
1568,226074.17363663134
1569,166122.16486391812
1570,119522.41360567944
1571,99363.14727313782
1572,150147.13817243467
1573,275811.2431199185
1574,145254.59680085248
1575,230352.21134433613
1576,247307.8050835284
1577,185654.70186740224
1578,141987.49178839364
1579,146462.6105555941
1580,192370.30594861996
1581,151119.34336550804
1582,125818.33063898244
1583,297696.1557788261
1584,220063.6850522165
1585,127315.12694968743
1586,59682.36145018747
1587,103184.82194104938
1588,168038.89568401017
1589,95637.98427636022
1590,125680.94210255079
1591,96170.33188272819
1592,141206.15704980845
1593,113334.76637032916
1594,117363.35855187642
1595,130969.73020327033
1596,228538.694157028
1597,207691.79962485566
1598,216550.05880826348
1599,183850.94402105908
1600,166337.23556229263
1601,84283.55370586157
1602,116954.42563864266
1603,64560.96527056141
1604,289658.7875878315
1605,252436.81699515437
1606,176041.0988272702
1607,176593.43077553323
1608,201214.5083896021
1609,195234.7814104876
1610,167842.48677959188
1611,145609.92133758205
1612,200215.55348170563
1613,176995.4486190073
1614,133071.78831149076
1615,94637.51946530705
1616,68752.15481506933
1617,85873.25182984272
1618,131049.4422127729
1619,139115.85538856479
1620,200354.52816558248
1621,152037.01863588404
1622,142348.316692122
1623,270792.77277843445
1624,229741.6853070282
1625,100064.26497783206
1626,164659.27471885775
1627,193321.5748643925
1628,287024.1184384372
1629,182529.91888233589
1630,379118.30735848984
1631,238152.00542128747
1632,248580.22922073395
1633,161495.24651031254
1634,190824.13377559412
1635,178053.8332966323
1636,139099.46480960448
1637,214521.08053706295
1638,189752.02891251433
1639,185762.65594303195
1640,261188.36809419203
1641,199956.2315948328
1642,254988.75089736513
1643,226802.80071597738
1644,241906.84994071542
1645,224726.0635453432
1646,148229.75060820905
1647,148495.95649486154
1648,141015.53297378766
1649,129896.90707201512
1650,112692.24433106907
1651,117537.85174130122
1652,92006.13842024625
1653,91524.25570447974
1654,132068.09981893157
1655,120827.4396385702
1656,137910.37036990927
1657,150735.88217959958
1658,138600.35007831128
1659,105969.38231261515
1660,162191.64387230622
1661,452512.8030338165
1662,397514.89460499276
1663,394592.250329398
1664,478660.2065777742
1665,332983.3490360955
1666,323009.51926009805
1667,373572.6449077429
1668,357726.25617048674
1669,305858.77382028475
1670,361218.199059097
1671,262821.8774382119
1672,416475.4087466595
1673,297189.0020420335
1674,243072.75278529717
1675,200164.89468266605
1676,206539.3149143717
1677,219915.55292267184
1678,466265.3380600954
1679,388891.93145063374
1680,353143.5043964533
1681,279487.8437082172
1682,314418.78369651653
1683,188787.78901037778
1684,171560.39707053633
1685,171638.675813825
1686,154683.49373816725
1687,154900.21328028172
1688,184009.67770037972
1689,185776.55249362846
1690,192678.76875505561
1691,178599.87894693812
1692,266053.37765733636
1693,167817.4698704906
1694,182668.53687063293
1695,161059.31186520966
1696,269370.3443272583
1697,166865.16289288842
1698,337557.3906857439
1699,316502.0764892129
1700,263342.7499040829
1701,281892.9632129228
1702,234069.1024947201
1703,228617.78874122098
1704,285049.83286526654
1705,245614.18284158807
1706,445615.0761019185
1707,229104.36958246052
1708,200074.13529904027
1709,255692.96430708232
1710,232424.54400686227
1711,276687.80513693305
1712,262202.5747556676
1713,283128.90979997895
1714,226559.25375773528
1715,211270.3629782249
1716,179265.27833990208
1717,167683.8927856224
1718,136143.89041775628
1719,237234.35183029628
1720,243372.45449887443
1721,158139.3292217186
1722,129823.62412577908
1723,173586.4403480121
1724,204534.852809187
1725,239490.18753318797
1726,200139.59905518248
1727,142887.32085505562
1728,165012.8439503645
1729,167144.85069696372
1730,144821.81836601498
1731,121799.19580037953
1732,131483.91382484097
1733,112535.17023707661
1734,123637.86751824655
1735,105560.77554301843
1736,106344.33699595202
1737,316554.48176612536
1738,257534.15593047164
1739,276313.2011059006
1740,243253.1304389695
1741,201085.02357532468
1742,186822.5510603933
1743,167114.93583404383
1744,365702.24435768387
1745,220288.3546777456
1746,195515.5514650158
1747,219360.30320036123
1748,240389.79174381454
1749,152251.71673725173
1750,122742.91507100507
1751,240514.72870885217
1752,125596.76233790597
1753,174526.3830808917
1754,210381.68455192953
1755,194504.93258045055
1756,178351.90932418092
1757,115232.45364464869
1758,149780.61874892784
1759,175899.17239281134
1760,159263.61111461907
1761,163164.93135239152
1762,201823.01014181523
1763,187596.0336073564
1764,101155.19909176545
1765,195902.58972497325
1766,189705.88211766502
1767,234017.2591328602
1768,147169.97948535645
1769,153392.4727028444
1770,144507.16528943507
1771,129714.86501872244
1772,145290.6449465493
1773,118591.83433608725
1774,162643.33646066533
1775,120782.05094169459
1776,127565.18852599448
1777,105453.20894064917
1778,155310.09679829454
1779,115015.22393318114
1780,165788.92925487476
1781,128631.2753155567
1782,95042.4307490444
1783,145242.4413454141
1784,121237.0708239468
1785,147055.1716728125
1786,104372.71306834424
1787,143367.60248966588
1788,71514.95386202012
1789,102560.18096523437
1790,92259.87773949742
1791,188892.69973563543
1792,170740.54775723562
1793,114154.62010653244
1794,143327.76325919127
1795,131112.81590995283
1796,108051.26793438925
1797,98108.08960846352
1798,120471.182428148
1799,105853.46019943827
1800,124952.35432860129
1801,138867.09077871437
1802,89160.16615933643
1803,162706.3414654038
1804,127527.62141110547
1805,129798.90629447279
1806,114972.62264189603
1807,128779.38391625891
1808,119232.4030490723
1809,140141.7315481428
1810,157019.50611609803
1811,81325.91136958766
1812,105390.04709551459
1813,128939.63424409938
1814,109362.59311345912
1815,55679.49418533177
1816,94522.41742008057
1817,131819.77962441527
1818,189745.79107045417
1819,137758.62052291818
1820,54475.84895272097
1821,86270.86029356204
1822,144599.37957031117
1823,23702.828108494778
1824,146492.43564098244
1825,167659.96363518698
1826,101878.26554444255
1827,114796.59502351723
1828,156213.28728457092
1829,118189.97889178732
1830,162902.3825766138
1831,164967.17898874343
1832,86298.28748867624
1833,144399.54615978152
1834,107244.50000935796
1835,118679.17742996446
1836,137094.86911275648
1837,73271.35096999868
1838,113185.10145556164
1839,87555.80485760252
1840,163589.26815264736
1841,143098.74795752333
1842,83109.37775947337
1843,129073.33488676984
1844,142963.04784125605
1845,145209.56620207938
1846,149912.24013284768
1847,186503.97904140904
1848,61353.44615312121
1849,112838.30186492509
1850,107339.50999416347
1851,164455.93966543686
1852,98328.49392156788
1853,128887.62998421444
1854,178382.2243088135
1855,136395.5594776183
1856,222419.4034275653
1857,151932.79278635286
1858,137921.05668290105
1859,113620.3018443604
1860,124769.87890563262
1861,112077.34206817605
1862,285764.18620242743
1863,275197.57577712135
1864,275240.3777863675
1865,376730.4185088111
1866,360029.45833331463
1867,211854.6245865009
1868,300918.67912849743
1869,206952.16875290935
1870,217273.28801225158
1871,261982.6758381077
1872,174996.86582986458
1873,251403.71591062006
1874,131422.40414778356
1875,194820.24987181695
1876,204508.66892331556
1877,209642.0489373205
1878,193105.2957775311
1879,139732.87671437638
1880,130083.84055687358
1881,235304.33968527333
1882,247235.98442188217
1883,193733.6979329316
1884,210276.36674135207
1885,258346.0154062873
1886,303722.970612895
1887,211704.52853228326
1888,266778.0876795362
1889,176353.61005375563
1890,122148.99699320899
1891,124331.03414610273
1892,93642.09681580048
1893,141960.11252388032
1894,108230.54140484156
1895,150223.87261609256
1896,122522.53925701707
1897,101512.17745471002
1898,121676.35277916261
1899,160571.73787180573
1900,141784.69861248272
1901,175110.06322559036
1902,185769.86422291485
1903,211587.92609250065
1904,147618.27332568524
1905,218675.37026326545
1906,163981.15423600355
1907,248706.89377429168
1908,102614.4530697449
1909,115006.0913679581
1910,111947.02509471764
1911,236892.10150379696
1912,325785.3986007208
1913,146879.11327602557
1914,71259.23983783691
1915,374804.4236221656
1916,77223.18821957162
1917,261900.14520126264
1918,131840.24353159664
1919,176366.34096503322
1920,190345.41192762132
1921,413691.97604009934
1922,359936.50943795
1923,243999.47339603922
1924,228513.5631387269
1925,197465.79483993963
1926,408671.6665040309
1927,135725.63220338387
1928,171099.2538731697
1929,139575.0594708138
1930,115108.20346323626
1931,147227.12366381253
1932,150873.21788407513
1933,189030.83769760196
1934,183713.52555165943
1935,167296.1226648683
1936,216774.0244936753
1937,181514.2644338059
1938,186131.3660940191
1939,264949.16552637157
1940,194481.2656226851
1941,164567.56946158817
1942,181181.8353131315
1943,230970.6341277449
1944,378796.57725809386
1945,415324.12928829517
1946,157324.76378050778
1947,345914.9891366229
1948,176108.80194572106
1949,252918.8729394951
1950,185049.93167537468
1951,255578.68328937018
1952,215690.88865599534
1953,189072.60904048727
1954,197382.1849720522
1955,141312.73282135886
1956,267860.7876649859
1957,165964.1694339051
1958,284085.8969973074
1959,137954.5586257737
1960,107537.3273387016
1961,119113.51926850906
1962,81808.02709928121
1963,98930.6802814582
1964,114899.3670023592
1965,127598.08017536122
1966,132629.73354410188
1967,307850.1333183517
1968,425479.6643533045
1969,408046.4530554036
1970,411248.0128949087
1971,438634.9391479414
1972,366224.17328776314
1973,295182.2611644332
1974,338410.5716355938
1975,479896.8470355275
1976,272469.8679811355
1977,376828.6274784351
1978,353499.2729741705
1979,335066.24184050574
1980,204055.31289893077
1981,366019.4838201494
1982,213761.0095910052
1983,188173.30823767296
1984,179885.28086223736
1985,224910.02530764023
1986,205729.6143742826
1987,199242.7593343486
1988,172724.88459404625
1989,195194.3251915048
1990,208734.08696108
1991,234493.91846757106
1992,231785.33696479272
1993,164536.94132600017
1994,248768.44784016712
1995,186857.34398181955
1996,281736.3059397986
1997,315491.12469116703
1998,325044.596281854
1999,286504.9333833307
2000,311494.0350463501
2001,262685.39419354155
2002,256707.60161396154
2003,266152.4667412012
2004,279657.0376939178
2005,239065.75980510717
2006,228869.91986907902
2007,246633.07512449863
2008,235693.18108984013
2009,213227.8795136098
2010,191780.1449254427
2011,139734.46519582477
2012,169158.3711145406
2013,183011.01336918367
2014,198147.52662970443
2015,224745.6236554739
2016,198255.84717185723
2017,213932.04600194178
2018,110222.42742030669
2019,125951.33898994676
2020,93734.34556727305
2021,101374.73314303027
2022,205098.0645855803
2023,167709.48180693953
2024,286998.1636586437
2025,360898.4134995212
2026,177835.37128308503
2027,163754.37858260935
2028,155978.0740952253
2029,183528.82738849983
2030,275328.52895968675
2031,242203.90836089232
2032,258165.0182843511
2033,266420.74996518396
2034,173546.79363921587
2035,234600.78732122044
2036,210709.1309185968
2037,223022.80119211113
2038,305986.7885006049
2039,216536.1497185636
2040,333913.35233287374
2041,308128.5052395519
2042,218101.922402829
2043,192994.04779029675
2044,173076.76216829766
2045,205753.03349650308
2046,151534.97950345068
2047,151094.09826994585
2048,139460.66437028893
2049,138707.03624831588
2050,176545.16222829037
2051,101691.89484926616
2052,109950.5750359675
2053,137120.34519565062
2054,90115.49135391928
2055,175446.79390513027
2056,133910.05526640205
2057,92176.3242236238
2058,221620.4232040195
2059,126571.23568292968
2060,199527.30726813702
2061,174901.45204551553
2062,127158.10955869411
2063,116729.63007738756
2064,138736.4088721723
2065,98181.53835624324
2066,177370.5282425338
2067,126976.37663658302
2068,165321.7668234227
2069,96019.01223313637
2070,110630.27583958811
2071,100518.43478371036
2072,140062.59896880962
2073,134105.37908778852
2074,182598.64469950105
2075,161230.57438841648
2076,105972.1513041242
2077,168139.62351653315
2078,127323.34563232557
2079,123438.48853484397
2080,119476.28719787969
2081,120326.5233320538
2082,117871.46023864951
2083,165902.03779914172
2084,111645.05661516692
2085,114432.41809417485
2086,108021.88055690876
2087,125045.74875332855
2088,105373.52599941246
2089,66778.1462393526
2090,116730.48191928913
2091,102488.57596276756
2092,148833.26412637933
2093,148355.18617184597
2094,104633.97511230045
2095,136346.5408613324
2096,68114.96174343591
2097,73738.34072121343
2098,148644.30777445246
2099,48267.77965350571
2100,106799.60123335216
2101,94352.8557470397
2102,111667.06612415852
2103,96391.06727673831
2104,151708.4985163066
2105,127347.94814754385
2106,92412.41140280235
2107,198068.02540598623
2108,117448.06222480448
2109,128902.8425363474
2110,148665.76581781375
2111,122614.10797780077
2112,162493.50610619993
2113,123553.43274546505
2114,106370.5477843757
2115,173733.577183377
2116,127112.1742599582
2117,145121.58593221806
2118,108567.03714913057
2119,118571.38129289904
2120,91481.76010056397
2121,116750.51464850374
2122,126202.96244345604
2123,62868.36180061241
2124,168098.54533657918
2125,140152.37193268692
2126,155341.5506819684
2127,159168.6440278661
2128,124518.89168234965
2129,68585.99933076988
2130,148547.91182330702
2131,109938.37496616531
2132,121482.34605981193
2133,126997.40797835217
2134,99977.92808944086
2135,84696.49787404282
2136,78616.7944870101
2137,109399.23456690802
2138,141301.9393714692
2139,136441.02751680688
2140,145895.36687687912
2141,152774.67865595315
2142,128113.84545007645
2143,163131.4804099514
2144,134635.26938217934
2145,139522.61725273298
2146,193930.25117140077
2147,140640.6649165834
2148,134148.11865201895
2149,137625.32385010217
2150,235059.06622683036
2151,103599.7767143755
2152,202120.5945833434
2153,185444.66997881688
2154,110001.94536868298
2155,134458.6809786425
2156,285372.5087078452
2157,238769.44984682376
2158,250627.25708278883
2159,210774.49442441808
2160,190033.79714573818
2161,229889.76022214233
2162,392275.77718209586
2163,364886.6125203283
2164,242473.48393881216
2165,200641.4675355521
2166,148588.68964502265
2167,227448.38074991433
2168,196399.45902043703
2169,197573.73020555783
2170,237039.29172815118
2171,156811.48813452796
2172,129731.84126965438
2173,180115.56427717945
2174,234548.9854745498
2175,295850.1224117579
2176,317184.63069420395
2177,245988.49970186973
2178,213134.1472315346
2179,115633.81655588096
2180,223751.92589156138
2181,200194.16620087984
2182,218567.59582845512
2183,189660.73803743836
2184,120005.65173342642
2185,127498.43849405968
2186,151413.85869983252
2187,128282.10546113178
2188,138226.3870431478
2189,377232.96502424835
2190,53454.9015940175
2191,57919.55437144341
2192,83977.20601291108
2193,124927.4243146723
2194,80372.2293111007
2195,128429.27475676328
2196,113075.83177717964
2197,132516.7057893392
2198,157907.66979000135
2199,163438.10860523413
2200,153587.6504512788
2201,146630.33243505532
2202,200860.11695204623
2203,144251.6131305216
2204,194114.50843518332
2205,141787.35637289943
2206,139222.58959112645
2207,204311.2888766704
2208,246245.08324590372
2209,277717.9591529327
2210,119223.35617711533
2211,99818.28380903188
2212,112050.69002168608
2213,99152.7642241849
2214,138071.22658023174
2215,106970.25421058405
2216,175668.4558686283
2217,52450.732477131656
2218,86061.0976449464
2219,67180.47182233806
2220,36495.842922407406
2221,369544.371049125
2222,307737.3110388387
2223,306961.2068274547
2224,204579.9052540926
2225,111120.52705902558
2226,229725.52896286425
2227,199300.16552319055
2228,287027.72513432824
2229,269075.81245015713
2230,164847.50796092898
2231,220089.89077294464
2232,176189.93897839487
2233,183956.54384715194
2234,242737.644649063
2235,239395.9782707136
2236,272025.38590809784
