Id,Prediction
0,4453532.613138686
1,4453532.613138686
2,4453532.613138686
3,4453532.613138686
4,4453532.613138686
5,4453532.613138686
6,4453532.613138686
7,4453532.613138686
8,4453532.613138686
9,4453532.613138686
10,4453532.613138686
11,4453532.613138686
12,4453532.613138686
13,4453532.613138686
14,4453532.613138686
15,4453532.613138686
16,4453532.613138686
17,4453532.613138686
18,4453532.613138686
19,4453532.613138686
20,4453532.613138686
21,4453532.613138686
22,4453532.613138686
23,4453532.613138686
24,4453532.613138686
25,4453532.613138686
26,4453532.613138686
27,4453532.613138686
28,4453532.613138686
29,4453532.613138686
30,4453532.613138686
31,4453532.613138686
32,4453532.613138686
33,4453532.613138686
34,4453532.613138686
35,4453532.613138686
36,4453532.613138686
37,4453532.613138686
38,4453532.613138686
39,4453532.613138686
40,4453532.613138686
41,4453532.613138686
42,4453532.613138686
43,4453532.613138686
44,4453532.613138686
45,4453532.613138686
46,4453532.613138686
47,4453532.613138686
48,4453532.613138686
49,4453532.613138686
50,4453532.613138686
51,4453532.613138686
52,4453532.613138686
53,4453532.613138686
54,4453532.613138686
55,4453532.613138686
56,4453532.613138686
57,4453532.613138686
58,4453532.613138686
59,4453532.613138686
60,4453532.613138686
61,4453532.613138686
62,4453532.613138686
63,4453532.613138686
64,4453532.613138686
65,4453532.613138686
66,4453532.613138686
67,4453532.613138686
68,4453532.613138686
69,4453532.613138686
70,4453532.613138686
71,4453532.613138686
72,4453532.613138686
73,4453532.613138686
74,4453532.613138686
75,4453532.613138686
76,4453532.613138686
77,4453532.613138686
78,4453532.613138686
79,4453532.613138686
80,4453532.613138686
81,4453532.613138686
82,4453532.613138686
83,4453532.613138686
84,4453532.613138686
85,4453532.613138686
86,4453532.613138686
87,4453532.613138686
88,4453532.613138686
89,4453532.613138686
90,4453532.613138686
91,4453532.613138686
92,4453532.613138686
93,4453532.613138686
94,4453532.613138686
95,4453532.613138686
96,4453532.613138686
97,4453532.613138686
98,4453532.613138686
99,4453532.613138686
100,4453532.613138686
101,4453532.613138686
102,4453532.613138686
103,4453532.613138686
104,4453532.613138686
105,4453532.613138686
106,4453532.613138686
107,4453532.613138686
108,4453532.613138686
109,4453532.613138686
110,4453532.613138686
111,4453532.613138686
112,4453532.613138686
113,4453532.613138686
114,4453532.613138686
115,4453532.613138686
116,4453532.613138686
117,4453532.613138686
118,4453532.613138686
119,4453532.613138686
120,4453532.613138686
121,4453532.613138686
122,4453532.613138686
123,4453532.613138686
124,4453532.613138686
125,4453532.613138686
126,4453532.613138686
127,4453532.613138686
128,4453532.613138686
129,4453532.613138686
130,4453532.613138686
131,4453532.613138686
132,4453532.613138686
133,4453532.613138686
134,4453532.613138686
135,4453532.613138686
136,4453532.613138686
137,4453532.613138686
138,4453532.613138686
139,4453532.613138686
140,4453532.613138686
141,4453532.613138686
142,4453532.613138686
143,4453532.613138686
144,4453532.613138686
145,4453532.613138686
146,4453532.613138686
147,4453532.613138686
148,4453532.613138686
149,4453532.613138686
150,4453532.613138686
151,4453532.613138686
152,4453532.613138686
153,4453532.613138686
154,4453532.613138686
155,4453532.613138686
156,4453532.613138686
157,4453532.613138686
158,4453532.613138686
159,4453532.613138686
160,4453532.613138686
161,4453532.613138686
162,4453532.613138686
163,4453532.613138686
164,4453532.613138686
165,4453532.613138686
166,4453532.613138686
167,4453532.613138686
168,4453532.613138686
169,4453532.613138686
170,4453532.613138686
171,4453532.613138686
172,4453532.613138686
173,4453532.613138686
174,4453532.613138686
175,4453532.613138686
176,4453532.613138686
177,4453532.613138686
178,4453532.613138686
179,4453532.613138686
180,4453532.613138686
181,4453532.613138686
182,4453532.613138686
183,4453532.613138686
184,4453532.613138686
185,4453532.613138686
186,4453532.613138686
187,4453532.613138686
188,4453532.613138686
189,4453532.613138686
190,4453532.613138686
191,4453532.613138686
192,4453532.613138686
193,4453532.613138686
194,4453532.613138686
195,4453532.613138686
196,4453532.613138686
197,4453532.613138686
198,4453532.613138686
199,4453532.613138686
200,4453532.613138686
201,4453532.613138686
202,4453532.613138686
203,4453532.613138686
204,4453532.613138686
205,4453532.613138686
206,4453532.613138686
207,4453532.613138686
208,4453532.613138686
209,4453532.613138686
210,4453532.613138686
211,4453532.613138686
212,4453532.613138686
213,4453532.613138686
214,4453532.613138686
215,4453532.613138686
216,4453532.613138686
217,4453532.613138686
218,4453532.613138686
219,4453532.613138686
220,4453532.613138686
